chave_endereco,cadastros_no_grupo,id,nome_local,logradouro,bairro,cidade,uf,cep
ruadasflores100|belohorizonte|MG,2,3893,Clínica Real,"Rua das Flores, 100",Jardim,Belo Horizonte,MG,78981120
ruadasflores100|belohorizonte|MG,2,12479,Consultório Sul,"Rua das Flores, 100",Industrial,Belo Horizonte,MG,94885200
ruadasflores141|riodejaneiro|RJ,2,8055,Distribuidora Popular,"Rua das Flores, 141",Centro,Rio de Janeiro,RJ,13571440
ruadasflores141|riodejaneiro|RJ,2,13176,Centro de Distribuição Ideal,"Rua das Flores, 141",Jardim,Rio de Janeiro,RJ,49395990
ruadasflores141|saopaulo|SP,2,7531,Farmácia Popular,"Rua das Flores, 141",Vila Nova,São Paulo,SP,46652280
ruadasflores141|saopaulo|SP,2,18639,Centro de Distribuição Sul,"Rua das Flores, 141",Industrial,São Paulo,SP,65737430
ruadasflores1443|saopaulo|SP,2,4960,Mercado Sul,"Rua das Flores, 1443",Industrial,São Paulo,SP,95464520
ruadasflores1443|saopaulo|SP,2,18784,Atacado Real,"Rua das Flores, 1443",Jardim,São Paulo,SP,46392470
ruadasflores1470|riodejaneiro|RJ,2,5059,Farmácia Popular,"Rua das Flores, 1470",Vila Nova,Rio de Janeiro,RJ,58131270
ruadasflores1470|riodejaneiro|RJ,2,13270,Mercado Central,"Rua das Flores, 1470",Centro,Rio de Janeiro,RJ,83242570
ruadasflores1614|saopaulo|SP,2,8991,Farmácia Ideal,"Rua das Flores, 1614",Vila Nova,São Paulo,SP,80613360
ruadasflores1614|saopaulo|SP,2,14537,Farmácia Central,"Rua das Flores, 1614",Vila Nova,São Paulo,SP,69782030
ruadasflores1620|saopaulo|SP,2,1669,Loja do Vale,"Rua das Flores, 1620",Centro,São Paulo,SP,88848800
ruadasflores1620|saopaulo|SP,2,5396,Mercado Norte,"Rua das Flores, 1620",Jardim,São Paulo,SP,74746020
ruadasflores1679|saojosedoscampos|SP,2,3824,Clínica Norte,"Rua das Flores, 1679",Industrial,São José dos Campos,SP,52090290
ruadasflores1679|saojosedoscampos|SP,2,10087,Centro de Distribuição Central,"Rua das Flores, 1679",Jardim,São José dos Campos,SP,11757440
ruadasflores1737|brasilia|DF,2,8363,Consultório Popular,"Rua das Flores, 1737",Vila Nova,Brasília,DF,41725540
ruadasflores1737|brasilia|DF,2,15119,Clínica Real,"Rua das Flores, 1737",Vila Nova,Brasília,DF,56440540
ruadasflores1746|portoalegre|RS,2,3425,Farmácia do Vale,"Rua das Flores, 1746",Centro,Porto Alegre,RS,81293360
ruadasflores1746|portoalegre|RS,2,18679,Consultório Norte,"Rua das Flores, 1746",Industrial,Porto Alegre,RS,16036070
ruadasflores1812|riodejaneiro|RJ,2,6856,Farmácia do Vale,"Rua das Flores, 1812",Centro,Rio de Janeiro,RJ,80115800
ruadasflores1812|riodejaneiro|RJ,2,18339,Mercado Central,"Rua das Flores, 1812",Industrial,Rio de Janeiro,RJ,84834360
ruadasflores1945|saopaulo|SP,2,3946,Mercado Popular,"Rua das Flores, 1945",Centro,São Paulo,SP,11966960
ruadasflores1945|saopaulo|SP,2,12356,Consultório Sul,"Rua das Flores, 1945",Jardim,São Paulo,SP,46309850
ruadasflores1968|santoandre|SP,2,765,Clínica Ideal,"Rua das Flores, 1968",Industrial,Santo André,SP,97692380
ruadasflores1968|santoandre|SP,2,7341,Clínica Ideal,"Rua das Flores, 1968",Vila Nova,Santo André,SP,66675850
ruadasflores2061|saopaulo|SP,2,7685,Distribuidora Central,"Rua das Flores, 2061",Industrial,São Paulo,SP,82849000
ruadasflores2061|saopaulo|SP,2,9802,Farmácia Ideal,"Rua das Flores, 2061",Industrial,São Paulo,SP,32923220
ruadasflores207|riodejaneiro|RJ,2,6173,Farmácia do Vale,"Rua das Flores, 207",Jardim,Rio de Janeiro,RJ,24100220
ruadasflores207|riodejaneiro|RJ,2,13816,Mercado Ideal,"Rua das Flores, 207",Vila Nova,Rio de Janeiro,RJ,99336120
ruadasflores2108|saopaulo|SP,2,3439,Loja Central,"Rua das Flores, 2108",Industrial,São Paulo,SP,37704550
ruadasflores2108|saopaulo|SP,2,16140,Mercado Popular,"Rua das Flores, 2108",Industrial,São Paulo,SP,97784310
ruadasflores219|curitiba|PR,2,5103,Loja Real,"Rua das Flores, 219",Centro,Curitiba,PR,85257940
ruadasflores219|curitiba|PR,2,13296,Atacado Sul,"Rua das Flores, 219",Industrial,Curitiba,PR,80965990
ruadasflores21|saopaulo|SP,2,8984,Clínica Popular,"Rua das Flores, 21",Industrial,São Paulo,SP,45146280
ruadasflores21|saopaulo|SP,2,18725,Distribuidora do Vale,"Rua das Flores, 21",Industrial,São Paulo,SP,13612740
ruadasflores2343|belohorizonte|MG,2,18181,Atacado Central,"Rua das Flores, 2343",Centro,Belo Horizonte,MG,32129430
ruadasflores2343|belohorizonte|MG,2,19569,Farmácia Sul,"Rua das Flores, 2343",Jardim,Belo Horizonte,MG,60960380
ruadasflores2382|belohorizonte|MG,2,247,Distribuidora Popular,"Rua das Flores, 2382",Vila Nova,Belo Horizonte,MG,66579740
ruadasflores2382|belohorizonte|MG,2,6093,Clínica Sul,"Rua das Flores, 2382",Industrial,Belo Horizonte,MG,77509850
ruadasflores2430|brasilia|DF,2,14958,Mercado Real,"Rua das Flores, 2430",Industrial,Brasília,DF,12301990
ruadasflores2430|brasilia|DF,2,18064,Consultório Ideal,"Rua das Flores, 2430",Centro,Brasília,DF,90137080
ruadasflores2464|saopaulo|SP,2,9158,Farmácia Ideal,"Rua das Flores, 2464",Centro,São Paulo,SP,21848780
ruadasflores2464|saopaulo|SP,2,10587,Mercado Sul,"Rua das Flores, 2464",Jardim,São Paulo,SP,11926980
ruadasflores2527|belohorizonte|MG,2,269,Atacado Ideal,"Rua das Flores, 2527",Centro,Belo Horizonte,MG,97959990
ruadasflores2527|belohorizonte|MG,2,3014,Clínica Popular,"Rua das Flores, 2527",Centro,Belo Horizonte,MG,56522160
ruadasflores253|campinas|SP,2,544,Farmácia do Vale,"Rua das Flores, 253",Jardim,Campinas,SP,21186110
ruadasflores253|campinas|SP,2,9459,Atacado Norte,"Rua das Flores, 253",Vila Nova,Campinas,SP,86491590
ruadasflores2551|saojosedoscampos|SP,2,523,Distribuidora Ideal,"Rua das Flores, 2551",Jardim,São José dos Campos,SP,65963360
ruadasflores2551|saojosedoscampos|SP,2,13044,Consultório Ideal,"Rua das Flores, 2551",Vila Nova,São José dos Campos,SP,36074450
ruadasflores2606|riodejaneiro|RJ,2,9395,Clínica Real,"Rua das Flores, 2606",Vila Nova,Rio de Janeiro,RJ,38912880
ruadasflores2606|riodejaneiro|RJ,2,12709,Centro de Distribuição Sul,"Rua das Flores, 2606",Jardim,Rio de Janeiro,RJ,42110630
ruadasflores2613|guarulhos|SP,2,11977,Clínica Popular,"Rua das Flores, 2613",Jardim,Guarulhos,SP,10670100
ruadasflores2613|guarulhos|SP,2,15883,Loja Central,"Rua das Flores, 2613",Vila Nova,Guarulhos,SP,11722300
ruadasflores2707|saopaulo|SP,2,13731,Farmácia Real,"Rua das Flores, 2707",Vila Nova,São Paulo,SP,21979300
ruadasflores2707|saopaulo|SP,2,16940,Consultório Real,"Rua das Flores, 2707",Jardim,São Paulo,SP,37279280
ruadasflores274|santoandre|SP,2,5373,Centro de Distribuição do Vale,"Rua das Flores, 274",Vila Nova,Santo André,SP,26981460
ruadasflores274|santoandre|SP,2,12640,Centro de Distribuição Central,"Rua das Flores, 274",Industrial,Santo André,SP,40616750
ruadasflores2810|saopaulo|SP,2,2050,Consultório Popular,"Rua das Flores, 2810",Centro,São Paulo,SP,78658100
ruadasflores2810|saopaulo|SP,2,18199,Clínica Central,"Rua das Flores, 2810",Vila Nova,São Paulo,SP,92014460
ruadasflores2865|curitiba|PR,2,10998,Loja Ideal,"Rua das Flores, 2865",Vila Nova,Curitiba,PR,12026620
ruadasflores2865|curitiba|PR,2,15479,Clínica Ideal,"Rua das Flores, 2865",Centro,Curitiba,PR,85978790
ruadasflores2882|contagem|MG,2,4875,Mercado Ideal,"Rua das Flores, 2882",Industrial,Contagem,MG,75660060
ruadasflores2882|contagem|MG,2,12067,Atacado Central,"Rua das Flores, 2882",Vila Nova,Contagem,MG,41484370
ruadasflores2946|saopaulo|SP,2,15247,Farmácia Sul,"Rua das Flores, 2946",Jardim,São Paulo,SP,49228760
ruadasflores2946|saopaulo|SP,2,16175,Clínica Norte,"Rua das Flores, 2946",Jardim,São Paulo,SP,26381800
ruadasflores2964|riodejaneiro|RJ,2,9302,Atacado Sul,"Rua das Flores, 2964",Vila Nova,Rio de Janeiro,RJ,42095840
ruadasflores2964|riodejaneiro|RJ,2,9446,Atacado Popular,"Rua das Flores, 2964",Jardim,Rio de Janeiro,RJ,89561330
ruadasflores3018|curitiba|PR,2,3820,Mercado Central,"Rua das Flores, 3018",Centro,Curitiba,PR,84998280
ruadasflores3018|curitiba|PR,2,5805,Atacado Ideal,"Rua das Flores, 3018",Centro,Curitiba,PR,63264120
ruadasflores3037|saopaulo|SP,2,15465,Clínica Ideal,"Rua das Flores, 3037",Centro,São Paulo,SP,98795180
ruadasflores3037|saopaulo|SP,2,15614,Consultório Popular,"Rua das Flores, 3037",Centro,São Paulo,SP,70296190
ruadasflores3168|saopaulo|SP,2,16520,Clínica do Vale,"Rua das Flores, 3168",Centro,São Paulo,SP,64356320
ruadasflores3168|saopaulo|SP,2,16631,Loja Central,"Rua das Flores, 3168",Jardim,São Paulo,SP,11104250
ruadasflores3223|joinville|SC,2,11590,Consultório Norte,"Rua das Flores, 3223",Jardim,Joinville,SC,43295490
ruadasflores3223|joinville|SC,2,15013,Centro de Distribuição Real,"Rua das Flores, 3223",Vila Nova,Joinville,SC,20487090
ruadasflores3242|saopaulo|SP,2,8890,Clínica Norte,"Rua das Flores, 3242",Industrial,São Paulo,SP,80279000
ruadasflores3242|saopaulo|SP,2,13978,Atacado Central,"Rua das Flores, 3242",Industrial,São Paulo,SP,23150940
ruadasflores3245|saopaulo|SP,2,1149,Centro de Distribuição Central,"Rua das Flores, 3245",Jardim,São Paulo,SP,72014120
ruadasflores3245|saopaulo|SP,2,10645,Mercado Norte,"Rua das Flores, 3245",Centro,São Paulo,SP,61805840
ruadasflores3274|saopaulo|SP,2,10886,Clínica Ideal,"Rua das Flores, 3274",Jardim,São Paulo,SP,86916420
ruadasflores3274|saopaulo|SP,2,17827,Clínica Real,"Rua das Flores, 3274",Jardim,São Paulo,SP,48882770
ruadasflores3318|riodejaneiro|RJ,2,3336,Centro de Distribuição do Vale,"Rua das Flores, 3318",Jardim,Rio de Janeiro,RJ,79302510
ruadasflores3318|riodejaneiro|RJ,2,13963,Consultório do Vale,"Rua das Flores, 3318",Jardim,Rio de Janeiro,RJ,25807600
ruadasflores3322|saojosedoscampos|SP,2,6683,Atacado Popular,"Rua das Flores, 3322",Industrial,São José dos Campos,SP,90338330
ruadasflores3322|saojosedoscampos|SP,2,7808,Centro de Distribuição Norte,"Rua das Flores, 3322",Vila Nova,São José dos Campos,SP,58802240
ruadasflores3337|riodejaneiro|RJ,2,13802,Centro de Distribuição Central,"Rua das Flores, 3337",Centro,Rio de Janeiro,RJ,69382460
ruadasflores3337|riodejaneiro|RJ,2,18534,Clínica Real,"Rua das Flores, 3337",Vila Nova,Rio de Janeiro,RJ,94553380
ruadasflores3373|salvador|BA,2,7195,Atacado Popular,"Rua das Flores, 3373",Centro,Salvador,BA,88898990
ruadasflores3373|salvador|BA,2,13065,Clínica Popular,"Rua das Flores, 3373",Centro,Salvador,BA,17019700
ruadasflores3409|saopaulo|SP,2,10059,Mercado Real,"Rua das Flores, 3409",Vila Nova,São Paulo,SP,68454650
ruadasflores3409|saopaulo|SP,2,18700,Mercado Real,"Rua das Flores, 3409",Jardim,São Paulo,SP,65313910
ruadasflores3426|saopaulo|SP,2,12910,Distribuidora Ideal,"Rua das Flores, 3426",Vila Nova,São Paulo,SP,15178680
ruadasflores3426|saopaulo|SP,2,14674,Consultório Real,"Rua das Flores, 3426",Centro,São Paulo,SP,70020730
ruadasflores3470|curitiba|PR,2,14043,Distribuidora do Vale,"Rua das Flores, 3470",Vila Nova,Curitiba,PR,70839430
ruadasflores3470|curitiba|PR,2,16732,Consultório do Vale,"Rua das Flores, 3470",Industrial,Curitiba,PR,90034380
ruadasflores3473|saopaulo|SP,2,1214,Loja Ideal,"Rua das Flores, 3473",Vila Nova,São Paulo,SP,40380190
ruadasflores3473|saopaulo|SP,2,13612,Clínica Central,"Rua das Flores, 3473",Industrial,São Paulo,SP,50389340
ruadasflores3696|saopaulo|SP,2,738,Consultório Ideal,"Rua das Flores, 3696",Industrial,São Paulo,SP,10564660
ruadasflores3696|saopaulo|SP,2,14630,Farmácia Real,"Rua das Flores, 3696",Vila Nova,São Paulo,SP,98273930
ruadasflores3715|florianopolis|SC,2,4463,Mercado Popular,"Rua das Flores, 3715",Vila Nova,Florianópolis,SC,57502890
ruadasflores3715|florianopolis|SC,2,5530,Mercado do Vale,"Rua das Flores, 3715",Centro,Florianópolis,SC,16038990
ruadasflores3721|saopaulo|SP,2,4065,Loja Ideal,"Rua das Flores, 3721",Vila Nova,São Paulo,SP,98811680
ruadasflores3721|saopaulo|SP,2,14823,Distribuidora Ideal,"Rua das Flores, 3721",Jardim,São Paulo,SP,79421780
ruadasflores3763|saopaulo|SP,2,1539,Loja Central,"Rua das Flores, 3763",Centro,São Paulo,SP,42805340
ruadasflores3763|saopaulo|SP,2,2709,Farmácia Sul,"Rua das Flores, 3763",Industrial,São Paulo,SP,98564740
ruadasflores378|ribeiraopreto|SP,2,6605,Clínica do Vale,"Rua das Flores, 378",Jardim,Ribeirão Preto,SP,30643600
ruadasflores378|ribeiraopreto|SP,2,18609,Distribuidora do Vale,"Rua das Flores, 378",Vila Nova,Ribeirão Preto,SP,38873770
ruadasflores3849|saopaulo|SP,2,892,Mercado Real,"Rua das Flores, 3849",Industrial,São Paulo,SP,54378720
ruadasflores3849|saopaulo|SP,2,15820,Farmácia Sul,"Rua das Flores, 3849",Jardim,São Paulo,SP,41283280
ruadasflores404|saopaulo|SP,2,1187,Distribuidora Central,"Rua das Flores, 404",Centro,São Paulo,SP,86915950
ruadasflores404|saopaulo|SP,2,9811,Farmácia Popular,"Rua das Flores, 404",Vila Nova,São Paulo,SP,78113490
ruadasflores4079|riodejaneiro|RJ,2,11817,Consultório Central,"Rua das Flores, 4079",Industrial,Rio de Janeiro,RJ,75428470
ruadasflores4079|riodejaneiro|RJ,2,14306,Mercado Real,"Rua das Flores, 4079",Jardim,Rio de Janeiro,RJ,48603590
ruadasflores4182|salvador|BA,2,14255,Consultório Sul,"Rua das Flores, 4182",Jardim,Salvador,BA,29351300
ruadasflores4182|salvador|BA,2,19385,Atacado Central,"Rua das Flores, 4182",Industrial,Salvador,BA,70626690
ruadasflores4209|saopaulo|SP,2,2222,Clínica Central,"Rua das Flores, 4209",Centro,São Paulo,SP,38085450
ruadasflores4209|saopaulo|SP,2,7028,Atacado Ideal,"Rua das Flores, 4209",Industrial,São Paulo,SP,50358500
ruadasflores4240|portoalegre|RS,2,13633,Clínica Norte,"Rua das Flores, 4240",Jardim,Porto Alegre,RS,74906650
ruadasflores4240|portoalegre|RS,2,16847,Consultório Ideal,"Rua das Flores, 4240",Centro,Porto Alegre,RS,63622470
ruadasflores4250|ribeiraopreto|SP,2,890,Clínica Central,"Rua das Flores, 4250",Vila Nova,Ribeirão Preto,SP,76033340
ruadasflores4250|ribeiraopreto|SP,2,9034,Distribuidora Ideal,"Rua das Flores, 4250",Industrial,Ribeirão Preto,SP,88388140
ruadasflores4260|vitoria|ES,2,14599,Mercado Real,"Rua das Flores, 4260",Industrial,Vitória,ES,18901330
ruadasflores4260|vitoria|ES,2,19536,Clínica Real,"Rua das Flores, 4260",Vila Nova,Vitória,ES,20072970
ruadasflores4270|belohorizonte|MG,2,8166,Clínica Ideal,"Rua das Flores, 4270",Vila Nova,Belo Horizonte,MG,40015090
ruadasflores4270|belohorizonte|MG,2,13540,Mercado do Vale,"Rua das Flores, 4270",Industrial,Belo Horizonte,MG,75996700
ruadasflores4279|saopaulo|SP,2,9042,Atacado Central,"Rua das Flores, 4279",Jardim,São Paulo,SP,25771430
ruadasflores4279|saopaulo|SP,2,18767,Consultório Popular,"Rua das Flores, 4279",Vila Nova,São Paulo,SP,27706060
ruadasflores4285|saopaulo|SP,2,3646,Consultório Ideal,"Rua das Flores, 4285",Centro,São Paulo,SP,43406280
ruadasflores4285|saopaulo|SP,2,16008,Atacado Norte,"Rua das Flores, 4285",Centro,São Paulo,SP,50114190
ruadasflores4334|curitiba|PR,2,6996,Distribuidora Norte,"Rua das Flores, 4334",Industrial,Curitiba,PR,88553340
ruadasflores4334|curitiba|PR,2,15250,Atacado Ideal,"Rua das Flores, 4334",Centro,Curitiba,PR,47176270
ruadasflores4495|saopaulo|SP,2,408,Consultório Real,"Rua das Flores, 4495",Vila Nova,São Paulo,SP,48560500
ruadasflores4495|saopaulo|SP,2,1203,Mercado Ideal,"Rua das Flores, 4495",Centro,São Paulo,SP,80280120
ruadasflores4555|riodejaneiro|RJ,2,14904,Loja Real,"Rua das Flores, 4555",Vila Nova,Rio de Janeiro,RJ,40656700
ruadasflores4555|riodejaneiro|RJ,2,15775,Mercado Sul,"Rua das Flores, 4555",Industrial,Rio de Janeiro,RJ,76979400
ruadasflores4635|saopaulo|SP,2,4322,Clínica Ideal,"Rua das Flores, 4635",Centro,São Paulo,SP,44222620
ruadasflores4635|saopaulo|SP,2,14690,Centro de Distribuição Norte,"Rua das Flores, 4635",Vila Nova,São Paulo,SP,58163580
ruadasflores493|saopaulo|SP,2,17937,Farmácia do Vale,"Rua das Flores, 493",Industrial,São Paulo,SP,63541470
ruadasflores493|saopaulo|SP,2,19265,Distribuidora Sul,"Rua das Flores, 493",Vila Nova,São Paulo,SP,81489370
ruadasflores4967|portovelho|RO,2,2618,Atacado Real,"Rua das Flores, 4967",Jardim,Porto Velho,RO,72844770
ruadasflores4967|portovelho|RO,2,6686,Mercado Ideal,"Rua das Flores, 4967",Jardim,Porto Velho,RO,11748290
ruadasflores539|guarulhos|SP,2,9534,Mercado Popular,"Rua das Flores, 539",Jardim,Guarulhos,SP,30091130
ruadasflores539|guarulhos|SP,2,16894,Farmácia Norte,"Rua das Flores, 539",Vila Nova,Guarulhos,SP,36974630
ruadasflores558|saopaulo|SP,2,7591,Farmácia Real,"Rua das Flores, 558",Industrial,São Paulo,SP,36089620
ruadasflores558|saopaulo|SP,2,12279,Centro de Distribuição Ideal,"Rua das Flores, 558",Centro,São Paulo,SP,63258050
ruadasflores652|riodejaneiro|RJ,2,4538,Farmácia Popular,"Rua das Flores, 652",Industrial,Rio de Janeiro,RJ,52035990
ruadasflores652|riodejaneiro|RJ,2,12935,Clínica do Vale,"Rua das Flores, 652",Industrial,Rio de Janeiro,RJ,32138440
ruadasflores708|salvador|BA,2,1755,Loja Popular,"Rua das Flores, 708",Jardim,Salvador,BA,72678880
ruadasflores708|salvador|BA,2,9865,Consultório Popular,"Rua das Flores, 708",Industrial,Salvador,BA,37222990
ruadasflores775|portoalegre|RS,2,7734,Consultório Central,"Rua das Flores, 775",Centro,Porto Alegre,RS,69583220
ruadasflores775|portoalegre|RS,2,8981,Mercado do Vale,"Rua das Flores, 775",Jardim,Porto Alegre,RS,40647850
ruadasflores833|guarulhos|SP,2,2083,Atacado Ideal,"Rua das Flores, 833",Industrial,Guarulhos,SP,26930710
ruadasflores833|guarulhos|SP,2,7004,Atacado Central,"Rua das Flores, 833",Industrial,Guarulhos,SP,73972450
ruadasflores860|riodejaneiro|RJ,2,2614,Loja Real,"Rua das Flores, 860",Vila Nova,Rio de Janeiro,RJ,63179870
ruadasflores860|riodejaneiro|RJ,2,14230,Farmácia Central,"Rua das Flores, 860",Vila Nova,Rio de Janeiro,RJ,53930580
ruadasflores869|santoandre|SP,2,6900,Mercado Real,"Rua das Flores, 869",Jardim,Santo André,SP,21382240
ruadasflores869|santoandre|SP,2,11773,Atacado Norte,"Rua das Flores, 869",Jardim,Santo André,SP,31550370
ruadasflores914|belohorizonte|MG,2,6930,Centro de Distribuição Popular,"Rua das Flores, 914",Vila Nova,Belo Horizonte,MG,72934160
ruadasflores914|belohorizonte|MG,2,10357,Loja Sul,"Rua das Flores, 914",Centro,Belo Horizonte,MG,78409480
ruadasflores970|riodejaneiro|RJ,2,12778,Centro de Distribuição Norte,"Rua das Flores, 970",Jardim,Rio de Janeiro,RJ,76402130
ruadasflores970|riodejaneiro|RJ,2,17319,Distribuidora Central,"Rua das Flores, 970",Jardim,Rio de Janeiro,RJ,70968140
ruadasflores971|riodejaneiro|RJ,2,9893,Farmácia Ideal,"Rua das Flores, 971",Vila Nova,Rio de Janeiro,RJ,57023650
ruadasflores971|riodejaneiro|RJ,2,17542,Atacado Central,"Rua das Flores, 971",Vila Nova,Rio de Janeiro,RJ,70448090
ruaprojetada1028|saojosedoscampos|SP,2,10007,Centro de Distribuição Popular,"Rua Projetada, 1028",Centro,São José dos Campos,SP,74515380
ruaprojetada1028|saojosedoscampos|SP,2,12559,Farmácia Ideal,"Rua Projetada, 1028",Jardim,São José dos Campos,SP,88211860
ruaprojetada108|brasilia|DF,2,16183,Clínica Real,"Rua Projetada, 108",Industrial,Brasília,DF,39561280
ruaprojetada108|brasilia|DF,2,17501,Loja Ideal,"Rua Projetada, 108",Industrial,Brasília,DF,87238390
ruaprojetada1113|riodejaneiro|RJ,2,12046,Distribuidora Sul,"Rua Projetada, 1113",Centro,Rio de Janeiro,RJ,72766270
ruaprojetada1113|riodejaneiro|RJ,2,18915,Distribuidora Norte,"Rua Projetada, 1113",Industrial,Rio de Janeiro,RJ,40788650
ruaprojetada1128|saopaulo|SP,2,914,Loja Real,"Rua Projetada, 1128",Vila Nova,São Paulo,SP,26769090
ruaprojetada1128|saopaulo|SP,2,6854,Atacado Ideal,"Rua Projetada, 1128",Jardim,São Paulo,SP,97638040
ruaprojetada1173|fortaleza|CE,2,4486,Mercado Real,"Rua Projetada, 1173",Industrial,Fortaleza,CE,58490190
ruaprojetada1173|fortaleza|CE,2,8684,Consultório Real,"Rua Projetada, 1173",Vila Nova,Fortaleza,CE,32325580
ruaprojetada1212|londrina|PR,2,326,Mercado Popular,"Rua Projetada, 1212",Industrial,Londrina,PR,63638250
ruaprojetada1212|londrina|PR,2,5515,Mercado Norte,"Rua Projetada, 1212",Industrial,Londrina,PR,85019090
ruaprojetada1340|saopaulo|SP,2,17730,Clínica Real,"Rua Projetada, 1340",Centro,São Paulo,SP,37759780
ruaprojetada1340|saopaulo|SP,2,19123,Clínica Sul,"Rua Projetada, 1340",Centro,São Paulo,SP,94739470
ruaprojetada1353|saopaulo|SP,2,11714,Farmácia Ideal,"Rua Projetada, 1353",Vila Nova,São Paulo,SP,91313100
ruaprojetada1353|saopaulo|SP,2,13390,Loja Popular,"Rua Projetada, 1353",Jardim,São Paulo,SP,11799430
ruaprojetada1480|saopaulo|SP,2,12758,Loja do Vale,"Rua Projetada, 1480",Centro,São Paulo,SP,39350980
ruaprojetada1480|saopaulo|SP,2,17030,Centro de Distribuição do Vale,"Rua Projetada, 1480",Vila Nova,São Paulo,SP,19520900
ruaprojetada167|riodejaneiro|RJ,2,1263,Clínica Real,"Rua Projetada, 167",Centro,Rio de Janeiro,RJ,20851490
ruaprojetada167|riodejaneiro|RJ,2,18730,Consultório Central,"Rua Projetada, 167",Vila Nova,Rio de Janeiro,RJ,42743420
ruaprojetada1714|saopaulo|SP,2,971,Loja Central,"Rua Projetada, 1714",Industrial,São Paulo,SP,65654440
ruaprojetada1714|saopaulo|SP,2,4639,Consultório Real,"Rua Projetada, 1714",Industrial,São Paulo,SP,49902960
ruaprojetada1775|portoalegre|RS,2,10643,Loja Central,"Rua Projetada, 1775",Centro,Porto Alegre,RS,79402620
ruaprojetada1775|portoalegre|RS,2,16963,Clínica Central,"Rua Projetada, 1775",Industrial,Porto Alegre,RS,35462090
ruaprojetada177|saopaulo|SP,2,3249,Consultório do Vale,"Rua Projetada, 177",Jardim,São Paulo,SP,42865320
ruaprojetada177|saopaulo|SP,2,14844,Mercado Ideal,"Rua Projetada, 177",Vila Nova,São Paulo,SP,79888840
ruaprojetada1849|saopaulo|SP,2,14384,Farmácia Sul,"Rua Projetada, 1849",Industrial,São Paulo,SP,52390720
ruaprojetada1849|saopaulo|SP,2,14659,Distribuidora Ideal,"Rua Projetada, 1849",Industrial,São Paulo,SP,34990130
ruaprojetada1941|saopaulo|SP,2,2557,Mercado Real,"Rua Projetada, 1941",Industrial,São Paulo,SP,56680320
ruaprojetada1941|saopaulo|SP,2,19556,Atacado do Vale,"Rua Projetada, 1941",Vila Nova,São Paulo,SP,42926090
ruaprojetada2084|sorocaba|SP,2,542,Centro de Distribuição Ideal,"Rua Projetada, 2084",Centro,Sorocaba,SP,89397440
ruaprojetada2084|sorocaba|SP,2,11143,Mercado Real,"Rua Projetada, 2084",Jardim,Sorocaba,SP,26709530
ruaprojetada2125|saopaulo|SP,2,4731,Loja Real,"Rua Projetada, 2125",Jardim,São Paulo,SP,90761340
ruaprojetada2125|saopaulo|SP,2,17370,Consultório Sul,"Rua Projetada, 2125",Vila Nova,São Paulo,SP,69193720
ruaprojetada2198|saopaulo|SP,2,10409,Farmácia Central,"Rua Projetada, 2198",Centro,São Paulo,SP,84578320
ruaprojetada2198|saopaulo|SP,2,18756,Centro de Distribuição Ideal,"Rua Projetada, 2198",Vila Nova,São Paulo,SP,43727970
ruaprojetada2274|saopaulo|SP,2,1469,Mercado do Vale,"Rua Projetada, 2274",Jardim,São Paulo,SP,50350450
ruaprojetada2274|saopaulo|SP,2,9867,Centro de Distribuição Real,"Rua Projetada, 2274",Industrial,São Paulo,SP,16154880
ruaprojetada2336|saopaulo|SP,2,13778,Clínica Sul,"Rua Projetada, 2336",Centro,São Paulo,SP,11618980
ruaprojetada2336|saopaulo|SP,2,18007,Clínica Sul,"Rua Projetada, 2336",Vila Nova,São Paulo,SP,95749480
ruaprojetada2348|saopaulo|SP,2,12906,Farmácia Popular,"Rua Projetada, 2348",Vila Nova,São Paulo,SP,41183330
ruaprojetada2348|saopaulo|SP,2,14868,Consultório Ideal,"Rua Projetada, 2348",Industrial,São Paulo,SP,44212870
ruaprojetada241|ribeiraopreto|SP,2,8306,Centro de Distribuição Real,"Rua Projetada, 241",Industrial,Ribeirão Preto,SP,74700000
ruaprojetada241|ribeiraopreto|SP,2,13635,Atacado Popular,"Rua Projetada, 241",Centro,Ribeirão Preto,SP,67239010
ruaprojetada2622|saopaulo|SP,2,120,Sede Valenza Collection,Rua Projetada 2622,Distrito Industrial,São Paulo,SP,18036760
ruaprojetada2622|saopaulo|SP,2,3648,Consultório Norte,"Rua Projetada, 2622",Vila Nova,São Paulo,SP,21625260
ruaprojetada2699|saopaulo|SP,2,5200,Atacado Central,"Rua Projetada, 2699",Industrial,São Paulo,SP,58283700
ruaprojetada2699|saopaulo|SP,2,12066,Distribuidora Popular,"Rua Projetada, 2699",Vila Nova,São Paulo,SP,31520780
ruaprojetada270|saopaulo|SP,2,5671,Clínica Norte,"Rua Projetada, 270",Industrial,São Paulo,SP,78340200
ruaprojetada270|saopaulo|SP,2,13500,Mercado Popular,"Rua Projetada, 270",Vila Nova,São Paulo,SP,71166570
ruaprojetada2712|vitoria|ES,2,3686,Farmácia Ideal,"Rua Projetada, 2712",Centro,Vitória,ES,25059880
ruaprojetada2712|vitoria|ES,2,17193,Distribuidora Real,"Rua Projetada, 2712",Vila Nova,Vitória,ES,12972470
ruaprojetada282|curitiba|PR,2,4572,Atacado Popular,"Rua Projetada, 282",Centro,Curitiba,PR,16435080
